"Dataset","Site","Leaf ID","Family","Genus","Species","Individual ID","Vein density (mm-1)"
"Tropical (Savegre, Costa Rica)","SV-1","BB.7547","Fagaceae","Quercus","copeyensis",3,10.24130174
"Tropical (Savegre, Costa Rica)","SV-1","BB.7548","Lauraceae","Ocotea","pittieri",1,5.840116621
"Tropical (Savegre, Costa Rica)","SV-1","BB.7549","Malpighiaceae","Bunchosia","ternata",1,4.911734731
"Tropical (Savegre, Costa Rica)","SV-1","BB.7549","Malpighiaceae","Bunchosia","ternata",2,4.911734731
"Tropical (Savegre, Costa Rica)","SV-1","BB.7550","Lauraceae","Ocotea","pittieri",1,9.308544061
"Tropical (Savegre, Costa Rica)","SV-1","BB.7550","Lauraceae","Ocotea","pittieri",2,8.077297386
"Tropical (Savegre, Costa Rica)","SV-2","BB.7553","Annonaceae","Guatteria","oliviformis",1,5.932036146
"Tropical (Savegre, Costa Rica)","SV-2","BB.7559","Fagaceae","Quercus","rapurahuensis",1,9.381339872
"Tropical (Savegre, Costa Rica)","SV-2","BB.7560","Fagaceae","Quercus","seemannii",1,7.715682427
"Tropical (Savegre, Costa Rica)","SV-2","BB.7560","Fagaceae","Quercus","seemannii",2,8.23977146
"Tropical (Savegre, Costa Rica)","SV-2","BB.7561","Sabiaceae","Meliosma","vernicosa",1,5.514419179
"Tropical (Savegre, Costa Rica)","SV-2","BB.7569","Bignoniaceae","Amphitecna","sessilifolia",1,5.451890858
"Tropical (Savegre, Costa Rica)","SV-2","BB.7570","Araliaceae","Oreopanax","xalapensis",1,4.519867898
"Tropical (Savegre, Costa Rica)","SV-2","BB.7570","Araliaceae","Oreopanax","xalapensis",2,4.519867898
"Tropical (Savegre, Costa Rica)","SV-2","BB.7570","Araliaceae","Oreopanax","xalapensis",3,4.519867898
"Tropical (Savegre, Costa Rica)","SV-2","BB.7570","Araliaceae","Oreopanax","xalapensis",4,2.65236808
"Tropical (Savegre, Costa Rica)","SV-2","BB.7570","Araliaceae","Oreopanax","xalapensis",5,2.65236808
"Tropical (Savegre, Costa Rica)","SV-2","BB.7570","Araliaceae","Oreopanax","xalapensis",6,2.65236808
"Tropical (Savegre, Costa Rica)","SV-2","BB.7572","Myrsinaceae","gen_indet.","sp.2",1,5.292100877
"Tropical (Savegre, Costa Rica)","SV-2","BB.7574","Asteraceae","Verbesina","oerstediana",1,3.556284272
"Tropical (Savegre, Costa Rica)","SV-2","BB.7574","Asteraceae","Verbesina","oerstediana",2,3.556284272
"Tropical (Savegre, Costa Rica)","SV-2","BB.7574","Asteraceae","Verbesina","oerstediana",3,3.556284272
"Tropical (Savegre, Costa Rica)","SV-2","BB.7577","Asteraceae","Verbesina","oerstediana",4,5.889679728
"Tropical (Savegre, Costa Rica)","SV-2","BB.7583","Aquifoliaceae","Ilex","skutchii",1,6.008446379
"Tropical (Savegre, Costa Rica)","SV-2","BB.7585","Lauraceae","Ocotea","insularis",1,5.763886901
"Tropical (Savegre, Costa Rica)","SV-2","BB.7585","Lauraceae","Ocotea","insularis",2,5.763886901
"Tropical (Savegre, Costa Rica)","SV-2","BB.7585","Lauraceae","Ocotea","insularis",3,5.763886901
"Tropical (Savegre, Costa Rica)","SV-2","BB.7585","Lauraceae","Ocotea","insularis",4,5.763886901
"Tropical (Savegre, Costa Rica)","SV-2","BB.7585","Lauraceae","Ocotea","insularis",5,5.763886901
"Tropical (Savegre, Costa Rica)","SV-2","BB.7603","Sabiaceae","Meliosma","vernicosa",1,5.166030765
"Tropical (Savegre, Costa Rica)","SV-2","BB.7603","Sabiaceae","Meliosma","vernicosa",2,5.166030765
"Tropical (Savegre, Costa Rica)","SV-2","BB.7603","Sabiaceae","Meliosma","vernicosa",3,5.166030765
"Tropical (Savegre, Costa Rica)","SV-2","BB.7603","Sabiaceae","Meliosma","vernicosa",4,5.166030765
"Tropical (Savegre, Costa Rica)","SV-2","BB.7606","Myrsinaceae","Ardisia","sp.3",1,2.744999524
"Tropical (Savegre, Costa Rica)","SV-2","BB.7607","Lauraceae","Ocotea","valeriana",1,5.426378032
"Tropical (Savegre, Costa Rica)","SV-2","BB.7611","Lauraceae","Ocotea","praetermissa",1,7.506788773
"Tropical (Savegre, Costa Rica)","SV-2","BB.7617","Aquifoliaceae","Ilex","sp.2",1,5.261479815
"Tropical (Savegre, Costa Rica)","SV-2","BB.7620","Rubiaceae","Rondeletia","amoena",1,8.658877637
"Tropical (Savegre, Costa Rica)","SV-2","BB.7622","Rubiaceae","Palicourea","sp.2",1,8.810795615
"Tropical (Savegre, Costa Rica)","SV-2","BB.7625","Fagaceae","Quercus","copeyensis",1,9.324573086
"Tropical (Savegre, Costa Rica)","SV-2","BB.7632","Magnoliaceae","Magnolia","poasana",1,5.494516778
"Tropical (Savegre, Costa Rica)","SV-2","BB.7639","Lauraceae","Ocotea","sp.1",1,7.091205062
"Tropical (Savegre, Costa Rica)","SV-2","BB.7641","Myrsinaceae","gen_indet.","sp.2",1,6.296929349
"Tropical (Savegre, Costa Rica)","SV-2","BB.7644","Brunelliaceae","Brunellia","costaricensis",1,7.584282839
"Tropical (Savegre, Costa Rica)","SV-2","BB.7644","Brunelliaceae","Brunellia","costaricensis",2,6.924633481
"Tropical (Savegre, Costa Rica)","SV-2","BB.7646","Araliaceae","Dendropanax","querceti",1,4.796281694
"Tropical (Savegre, Costa Rica)","SV-2","BB.7646","Araliaceae","Dendropanax","querceti",2,4.796281694
